bgg_id,simple_mechanics,simple_category
31138,Action Selection; Card Play; Role Playing; Cooperative; Team Play; Tile Placement; Turn Order; Asymmetric Powers,Adventure / Exploration; Humor / Adult; Science Fiction / Space
31145,,Educational / STEM; Media / Pop Culture; Party / Social; Trivia / Word Games
31159,Push Your Luck; Set Collection; Trading,Card Games; Pirates / Nautical
31198,Area Movement; Simulation,Pirates / Nautical; War / Historical Battles
31216,Drafting,Card Games; Humor / Adult
31235,Drafting,Card Games; Fantasy / Mythical; War / Historical Battles; Horror / Zombies; Media / Pop Culture
31260,Resource Management; Drafting; Pattern Building; Resource Drafting; Solo Play; Turn Order; Initiative; Worker Placement,Animals / Nature; Economic / Industry
31271,Area Movement,Abstract / Strategy; Animals / Nature
31274,Memory / Matching; Set Collection,Card Games; Historical Eras; Puzzle / Logic; Party / Social
31291,Area Movement; Campaign / Scenario; Dice Rolling; Movement; Simulation,War / Historical Battles
31294,Card Play; Drafting,Card Games; Adventure / Exploration; Horror / Zombies
31298,,Humor / Adult; Party / Social
31302,Dice Rolling; Simulation,Fantasy / Mythical; Miniatures / Tabletop Battles; War / Historical Battles
31315,Drafting; Storytelling / Narrative,Trivia / Word Games
31335,Area Control; Auction / Bidding; Simultaneous Play,Historical Eras
31336,Dice Rolling; Role Playing,Card Games; Fantasy / Mythical; War / Historical Battles
31358,Area Movement,Abstract / Strategy
31360,Dice Rolling; Memory / Matching,Puzzle / Logic
31361,Area Movement,War / Historical Battles
31378,Dice Rolling; Area Movement; Hidden Info; Simulation,Pirates / Nautical; War / Historical Battles
31380,Drafting; Role Playing; Simulation; Simultaneous Play,Card Games; Economic / Industry; Educational / STEM; Animals / Nature; Modern / Political Conflicts
31401,Drafting,Card Games; City / Civilization Building; Historical Eras
31410,Map Building; Set Collection; Tile Placement,Adventure / Exploration
31412,Cooperative; Team Play; Dice Rolling; Map Building,Dice / Roll Mechanics; Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Print & Play
31421,Dice Rolling; Map Building; Asymmetric Powers,Science Fiction / Space; War / Historical Battles
31443,Campaign / Scenario; Dice Rolling; Area Movement; Simulation,War / Historical Battles
31449,Area Movement; Pattern Building; Tile Placement,Abstract / Strategy; Animals / Nature
31453,Area Movement,War / Historical Battles
31454,Hidden Info,Puzzle / Logic; Historical Eras
31477,,Abstract / Strategy
31479,Pattern Building; Real-Time,Puzzle / Logic
31481,Dice Rolling; Event Cards; Tile Placement; Area Control; Drafting; Pattern Building; Push Your Luck; Real-Time; Movement; Area Movement; Cooperative; Team Play; Tile Placement; Variable Setup,Puzzle / Logic; Science Fiction / Space; Economic / Industry
31483,Auction / Bidding; Stock / Speculation,Historical Eras; City / Civilization Building; Economic / Industry; Pirates / Nautical
31497,Area Control; Tile Placement,Historical Eras
31503,Card Play,Card Games; Puzzle / Logic; Party / Social
31506,Bluffing; Trick Taking / Climbing,Animals / Nature; Card Games
31508,,Party / Social; Trivia / Word Games
31512,Card Play; Set Collection,Animals / Nature; Card Games; Educational / STEM
31516,Area Movement; Dice Rolling; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical; Media / Pop Culture
31527,Dice Rolling; Map Building; Roll and Move,Dice / Roll Mechanics; Sports / Racing
31542,Dice Rolling; Tactical Combat; Dexterity; Campaign / Scenario; Simulation,Historical Eras; Media / Pop Culture; Miniatures / Tabletop Battles; War / Historical Battles
31545,,Party / Social; Puzzle / Logic
31547,Dice Rolling; Card Play; Asymmetric Powers,Card Games; Media / Pop Culture; Fantasy / Mythical; War / Historical Battles
31552,Action Selection; Player Elimination; Simulation; Simultaneous Play,Economic / Industry; Card Games; War / Historical Battles
31553,Area Movement; Combat Resolution; Area Control,War / Historical Battles
31554,Area Movement; Dice Rolling,Modern / Political Conflicts; War / Historical Battles
31556,Area Movement,War / Historical Battles
31557,Dice Rolling; Area Movement,War / Historical Battles
31558,Area Movement; Simulation,War / Historical Battles
31561,Card Play,Card Games; Economic / Industry; Humor / Adult
31563,Card Play; Area Movement; Cooperative; Team Play; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical; Media / Pop Culture
31575,Area Control; Area Movement; Simultaneous Choice,Card Games; Fantasy / Mythical
31585,Dice Rolling; Area Movement,Economic / Industry; War / Historical Battles
31586,Dice Rolling; Area Movement; Pick-up and Deliver; Cooperative; Team Play; Asymmetric Powers,Adventure / Exploration; Media / Pop Culture; Science Fiction / Space; War / Historical Battles
31594,Action Selection; Event Cards; Card Play; Turn Order; Initiative; Variable Setup,Economic / Industry; Historical Eras
31604,Area Movement,War / Historical Battles
31605,Dice Rolling; Area Movement; Combat Resolution; Simulation; Turn Order,War / Historical Battles
31612,Auction / Bidding; Set Collection,Historical Eras; Party / Social; Card Games
31615,,Card Games; Humor / Adult
31621,Area Control,Party / Social
31623,Campaign / Scenario; Dice Rolling,Historical Eras; Economic / Industry; Modern / Political Conflicts; War / Historical Battles
31624,Auction / Bidding; Pick-up and Deliver,Historical Eras
31627,Card Play; Route Building; Drafting; Push Your Luck; Set Collection,Economic / Industry
31697,Dice Rolling; Area Movement; Movement; Simulation; Turn Order,War / Historical Battles
31711,Pattern Building; Area Movement,Abstract / Strategy
31715,Memory / Matching; Pattern Building,Abstract / Strategy; Card Games; Puzzle / Logic
31722,Auction / Bidding; Route Building; Stock / Speculation; Tile Placement,Economic / Industry
31730,Auction / Bidding; Area Movement; Resource Management; Route Building; Area Control; Stock / Speculation; Scoring,Economic / Industry; War / Historical Battles
31745,Area Control; Area Movement,City / Civilization Building
31759,Dice Rolling; Area Movement; Asymmetric Powers,War / Historical Battles; Miniatures / Tabletop Battles; Science Fiction / Space
31764,Simultaneous Play,Animals / Nature; Humor / Adult
31767,,Party / Social
31770,Card Play; Area Movement; Roll and Move,Abstract / Strategy; Card Games; Sports / Racing
31790,Campaign / Scenario; Dice Rolling; Card Play; Drafting; Area Movement; Simulation,War / Historical Battles
31794,Area Movement,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles; Historical Eras; Media / Pop Culture
31797,Role Playing; Storytelling / Narrative; Asymmetric Powers,Expansion Packs; War / Historical Battles; Science Fiction / Space
31800,Area Movement; Campaign / Scenario; Dice Rolling,Historical Eras; War / Historical Battles
31803,Area Control; Map Building,Abstract / Strategy; Historical Eras; City / Civilization Building
31808,Card Play; Set Collection; Take That,Card Games; Fantasy / Mythical; Party / Social
31820,Drafting,Card Games
31821,Card Play; Cooperative; Team Play,Party / Social; Card Games
31822,Card Play,Card Games
31846,Area Control; Area Movement,War / Historical Battles; Modern / Political Conflicts
31848,Auction / Bidding; Dice Rolling; Roll and Move; Set Collection; Stock / Speculation,Economic / Industry
31853,Area Movement,Abstract / Strategy; Puzzle / Logic
31858,Pattern Building; Tile Placement,Abstract / Strategy; Puzzle / Logic
31887,Map Building; Social / Party,Puzzle / Logic; Trivia / Word Games
31897,Dice Rolling; Trading,Abstract / Strategy; City / Civilization Building; Adventure / Exploration; Media / Pop Culture
31909,Pick-up and Deliver,Puzzle / Logic
31920,Dice Rolling; Take That; Trading; Asymmetric Powers,Card Games; War / Historical Battles; Humor / Adult; Pirates / Nautical
31926,Tile Placement,Abstract / Strategy
31935,Dice Rolling; Social / Party,Dice / Roll Mechanics; Trivia / Word Games
31936,Dice Rolling,Dice / Roll Mechanics; Adventure / Exploration
31954,Random Activation; Dice Rolling; Area Movement; Combat Resolution; Simulation; Area Control,War / Historical Battles
31968,Area Movement,Abstract / Strategy
31971,Card Play; Drafting,Abstract / Strategy
31975,,Abstract / Strategy
31999,Area Movement; Map Building,Abstract / Strategy
32002,Action Selection; Area Control; Campaign / Scenario; Card Play; Simultaneous Play; Take That; Asymmetric Powers; Voting,Historical Eras; City / Civilization Building; Economic / Industry
32004,Area Movement; Tile Placement,Abstract / Strategy
32014,Action Selection; Area Control,Modern / Political Conflicts
32016,Card Play; Movement,Card Games; Kids / Family; Sports / Racing
32025,Tile Placement,Puzzle / Logic; Sports / Racing
32031,Cooperative; Team Play; Asymmetric Powers,Abstract / Strategy
32032,Auction / Bidding; Roll and Move; Set Collection; Trading,Economic / Industry; Card Games; Party / Social
32047,Asymmetric Powers,Modern / Political Conflicts
32048,Player Elimination,Action / Dexterity; Kids / Family; Card Games; Puzzle / Logic
32086,Area Movement; Dice Rolling; Simulation,War / Historical Battles
32107,Social / Party; Action Selection; Dexterity,Historical Eras; Trivia / Word Games
32109,Cooperative; Team Play; Social / Party,Card Games; Media / Pop Culture; Party / Social; Trivia / Word Games
32114,Card Play; Set Collection; Stock / Speculation; Trading,Card Games; Economic / Industry; Pirates / Nautical; Historical Eras
32116,Dice Rolling; Drafting; Set Collection,Economic / Industry; Dice / Roll Mechanics
32124,Memory / Matching; Map Building,Kids / Family; Puzzle / Logic; Media / Pop Culture
32125,Auction / Bidding; Bluffing; Hidden Info,Animals / Nature; Party / Social; Card Games
32129,Dexterity,Action / Dexterity; Fantasy / Mythical; Historical Eras
32143,Action Selection; Card Play; Memory / Matching; Set Collection; Tile Placement; Asymmetric Powers,Fantasy / Mythical
32146,Map Building; Take That,Card Games; Economic / Industry; Humor / Adult
32149,,Party / Social; Trivia / Word Games
32150,Dice Rolling; Hidden Info,Media / Pop Culture; Miniatures / Tabletop Battles; Modern / Political Conflicts; War / Historical Battles
32154,Tile Placement,Abstract / Strategy
32157,,Card Games; Humor / Adult; Party / Social
32161,Auction / Bidding; Card Play; Drafting,Card Games; Humor / Adult; Party / Social
32164,Card Play; Set Collection; Stock / Speculation,Card Games; Economic / Industry; Pirates / Nautical
32165,Stock / Speculation; Area Movement; Map Building; Race; Set Collection; Variable Setup; Scoring,Economic / Industry
32171,Social / Party; Bluffing,Party / Social; Puzzle / Logic; Media / Pop Culture
32187,Memory / Matching,Card Games; Kids / Family; Puzzle / Logic
32194,Area Control; Set Collection,Historical Eras; City / Civilization Building; Economic / Industry
32224,Area Movement; Tile Placement,Abstract / Strategy; Puzzle / Logic
32226,Dice Rolling; Set Collection,
32236,Dice Rolling; Roll and Move; Set Collection,Adventure / Exploration; Kids / Family
32245,Auction / Bidding; Card Play; Roll and Move; Set Collection; Movement; Trading,Economic / Industry; Party / Social; War / Historical Battles
32253,Area Control,Dice / Roll Mechanics; Adventure / Exploration; Historical Eras
32260,Set Collection; Tile Placement,Humor / Adult; Media / Pop Culture; Party / Social
32264,Auction / Bidding; Roll and Move; Set Collection; Trading,Economic / Industry; Party / Social
32280,Roll and Move,Humor / Adult
32288,Auction / Bidding; Bluffing; Card Play; Trick Taking / Climbing; Cooperative; Team Play,Card Games
32324,Dice Rolling; Area Movement,War / Historical Battles
32327,Area Movement,War / Historical Battles
32330,Dice Rolling; Area Movement; Simulation,War / Historical Battles
32333,Cooperative; Team Play,Card Games; Historical Eras
32337,Dice Rolling; Cooperative; Team Play,Dice / Roll Mechanics; Educational / STEM; Trivia / Word Games
32340,,Card Games; Fantasy / Mythical; Media / Pop Culture
32341,Pattern Building; Real-Time; Dexterity,Action / Dexterity; Card Games; Humor / Adult; Puzzle / Logic
32346,Card Play; Drafting; Cooperative; Team Play,Card Games; Kids / Family; Sports / Racing
32361,Campaign / Scenario; Dice Rolling; Asymmetric Powers,Card Games; Dice / Roll Mechanics; War / Historical Battles
32365,Dice Rolling; Area Movement; Hidden Info,War / Historical Battles
32369,,Party / Social; Sports / Racing
32382,Area Control; Map Building; Route Building,Abstract / Strategy
32405,Memory / Matching; Drafting,Card Games; Kids / Family; Media / Pop Culture; Economic / Industry; Puzzle / Logic; Pirates / Nautical; Adventure / Exploration
32409,Card Play; Map Building; Asymmetric Powers,Card Games; Humor / Adult; Sports / Racing
32410,Pattern Building; Tile Placement,Abstract / Strategy; Animals / Nature; Card Games
32412,Card Play; Set Collection,Party / Social; Card Games; Historical Eras
32414,Memory / Matching,Animals / Nature; Card Games; Kids / Family; Educational / STEM; Puzzle / Logic; Trivia / Word Games
32415,Dice Rolling; Area Movement,Pirates / Nautical; War / Historical Battles
32424,Auction / Bidding; Economy; Resource Management; Route Building; Area Control; Stock / Speculation; Tile Placement; Scoring,Economic / Industry
32428,Simulation,Sports / Racing
32429,Memory / Matching,Animals / Nature; Kids / Family; Puzzle / Logic
32431,Area Movement; Set Collection,Animals / Nature; Historical Eras
32441,Bluffing; Simultaneous Play,Party / Social; Trivia / Word Games
32444,Memory / Matching; Pattern Building,Animals / Nature; Card Games; Puzzle / Logic
