Area Control
Auction / Bidding
Competition
Dexterity
Dice
Initiative
Movement
Random Events
Skill Check
Team Play
3D Movement
Action Selection
Area Movement
Asymmetric Powers
Balancing Mechanic
Bluffing
Bonus Tokens
Campaign / Scenario
Capture / Elimination
Card Play
Combat Resolution
Commitment / Bidding
Cooperative
Deck / Bag Building
Deduction / Hidden Info
Dice Rolling
Drafting
Drawing / Creativity
Economy
Elimination
Engine Building
Event Cards
Hidden Info
Hidden Movement
Interaction
Legacy / Campaign
Limited Communication
Logic / Deduction
Mancala
Map Building
Map Manipulation
Market
Memory / Matching
Negotiation
Party / Trivia
Passing Mechanic
Pattern Building
Pick-up and Deliver
Player Elimination
Player Penalty
Programmed Movement
Push Your Luck
Race
Random / Luck
Random Activation
Randomizer
Reaction
Real-Time
Resource Drafting
Resource Management
Role Playing
Roll and Move
Rondel
Route Building
Scoring
Scoring Variant
Set Collection
Simulation
Simultaneous Choice
Simultaneous Play
Social / Party
Solo Play
Split & Choose
Stock / Speculation
Storytelling / Narrative
Sudden Death
Tactical Combat
Tactical Movement
Take That
Tech Tree / Upgrades
Tile Placement
Trading
Trick Taking / Climbing
Turn Order
Turn Passing
Variable Powers
Variable Setup
Voting
Worker Placement
